,id,time,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,target
0,16170,78.0,100.0,9.81147629156,9.75889547269,9.84941095639,0.0146255073331,0.0293404701347,0.0290141820322,0.0295264272136,9.80665014968,9.80664908184,9.80665101272,4.78069230071e-07,0.00165077522136,0.0,0.00353308255853,0.000736963641413,0.0162213599906,0.0141724221314,0.0186953157594,0.000981864545925,0.0209778383629,0.00249536633909,0.0524095823954,0.0110446872158,57.0996378983,56.6903871922,57.5759501429,0.177548772376,51.3635659024,51.1997072531,51.5392083783,354.286933099,353.598334711,354.942707018,0.2456763287,0.050413140269,0.0447771592556,0.0563513538347,0.00210922613983,0.0
1,15871,145.0,100.0,9.93920678262,7.70743742161,17.1466311902,1.7759442967,0.51463253797935,0.5144587583761,0.5147361520703,9.80663705093,9.80663651701,9.80663748245,5.627834552115e-07,0.01898824473508,0.0058346939636,0.031460489291364996,0.0105133319297565,0.027621949470399997,0.01415237613755,0.052094505132750005,0.0098056322329625,0.45009901045845,0.321806159630545,0.6191097520727,0.1448873401699,43.2254627208,42.4314461815,43.98098333185,0.5495479309555,67.06566304194999,66.80479871815001,67.33241927910001,343.491254882,342.0296941975,347.0256572325,0.975746263035,0.525197184504,0.5223701064823,0.52817537880135,0.0010674647565227001,1.0
2,16811,150.0,100.0,9.82717783631,9.80481712742,9.84926211274,0.0111991059917,0.5648268276089,0.5647100391894,0.5648968390198666,9.806641441956666,9.806641019503333,9.806641796140001,4.6924124356133333e-07,0.013167035334090001,0.0038897959757333337,0.021843444349609997,0.007246454866725333,0.0238484883566,0.0143165726072,0.0405209826217,0.006829072733576667,0.31143608402076667,0.22310715193426334,0.42691027663153336,0.10055187408906667,38.785284144866665,38.201537966766665,39.33342517916666,0.4099823868966666,63.27568082246666,63.037133069633335,63.511114964099995,253.9117209691333,252.42762728896665,256.43996291816666,0.7883988944603333,0.5536168632656667,0.5517321445845332,0.5556023261305666,0.004482421777748467,0.0
3,15831,105.0,77.0,9.67303911332,7.65967372861,12.3042975935,0.862553258429,0.672675354209675,0.67197775844055,0.6733378672224,9.8066404924025,9.8066401755625,9.80664075804,8.82071867241e-07,0.0189853552646925,0.008033112424625,0.0295106445509825,0.008073034305318999,0.030576052472524998,0.016920323929600002,0.0508624617576,0.0096309303834325,0.6056672079880749,0.3113079422434475,0.9241524484061501,0.30543312281755,38.548080760625,38.032584602575,39.036873060825,0.41735212669875,71.392715774475,71.19392708640001,71.58916925415,283.8228005836,279.295032903725,291.597907512375,2.80880181269775,0.66474072675275,0.6633271877419,0.666229823901425,0.00405869573909635,1.0
4,876,77.0,100.0,9.99346632118,8.96562096134,10.8916451194,0.504117059576,0.65089866022934,0.64194202754984,0.67320304270212,9.806642425182,9.806642072878,9.806642712674,7.585460960738e-07,0.051828703773553995,0.010559861387159999,0.099783528987186,0.026222255139815197,0.07759127895562,0.04177795891548,0.10329391608488,0.024339707352366,0.81619526680846,0.32500695493735804,1.2985210226649202,0.46879159031404,46.5136082785,45.73471980378,47.08424633536,0.554753931457,88.60001612357999,88.31432348512001,88.88384059532,265.69853215008,230.60902064138,305.3904195553,38.5929323899582,0.596240964403,0.59227271900072,0.6086224939335401,0.00836852707179708,1.0
5,13480,559.0,100.0,9.33048171135,9.14902923812,9.52004390746,0.10385656289,0.65089866022934,0.64194202754984,0.67320304270212,9.806642425182,9.806642072878,9.806642712674,7.585460960738e-07,0.051828703773553995,0.010559861387159999,0.099783528987186,0.026222255139815197,0.07759127895562,0.04177795891548,0.10329391608488,0.024339707352366,0.81619526680846,0.32500695493735804,1.2985210226649202,0.46879159031404,46.5136082785,45.73471980378,47.08424633536,0.554753931457,88.60001612357999,88.31432348512001,88.88384059532,265.69853215008,230.60902064138,305.3904195553,38.5929323899582,0.596240964403,0.59227271900072,0.6086224939335401,0.00836852707179708,1.0
6,18786,41.0,100.0,9.78977129281,9.7587507121,9.8161968759,0.0134885934094,0.5917305610667833,0.5842667005005333,0.6103175464607666,9.806643646574999,9.806643352988333,9.806643886151667,6.89367933248e-07,0.04387389735359667,0.009255196563996667,0.08424947751400667,0.022152066460747664,0.07182453980971666,0.04176500344866666,0.09343687269348334,0.020452733267343332,0.6847361945967166,0.2746985784628317,1.0874176378625,0.39126658301702005,57.701897247249995,56.97738731315,58.23880898196666,0.4945337596173333,102.30045039714999,102.01549906410001,102.56854646943333,277.56402794440004,248.32276835381666,310.64060078208337,32.16866028914945,0.5304005398848334,0.5270737886831,0.54073836119345,0.0070018871723555665,2.0
7,15268,20.0,100.0,9.90601147575,6.43164569701,14.2026033269,1.04468410393,0.6073062524948142,0.5989066714548857,0.6257492155769429,9.806642081237143,9.80663934427143,9.806644436435715,1.3744022544840002e-06,0.05773508874194,0.008871130081965715,0.17084438392729145,0.036082766397212286,0.08187034968061428,0.036773005907158575,0.17734765537898572,0.03446917785258,0.7302767030843286,0.24131748913959858,1.5608232127007144,0.4410234491367314,53.22645984097142,52.52651918111428,53.785818842685714,0.47429330613471427,96.18306843654285,95.81998652072858,96.62678624164286,274.0695066152,247.84645799955712,303.4246071156429,28.04238176141953,0.5873699960351428,0.5823589903260856,0.5980064799342429,0.006936242343914771,3.0
8,343,35.0,100.0,9.63971144226,8.99613405513,10.0278019439,0.255052884981,0.6525741812669625,0.6447887617654,0.66914756005545,9.80664308384875,9.806640624562501,9.80664518042125,1.229560446341625e-06,0.05571246069481,0.00876404180387375,0.16486711194063,0.03533170026999825,0.0798558080217875,0.03712686500577625,0.16978543000961252,0.033825650426670004,0.6738667226612876,0.23082249872077376,1.4125491663825,0.39649817761709,51.107627605825,50.389362934637504,51.760366151625,0.53380816076825,101.15458234709999,100.6689278801375,101.6446013043125,256.22258051205,233.0725409838625,282.0829474088125,24.70774901872834,0.611548146997125,0.606321355445825,0.6216113015268375,0.0067019625993129245,3.0
9,4650,27.0,69.0,9.60210856296,9.0147864831,10.0685281258,0.267790551832,0.6796810653944111,0.6725107375129111,0.6945406414408445,9.806643877183333,9.80664163382,9.80664579691889,1.1300732346675557e-06,0.053683385322464444,0.008587413819065555,0.15597302212026,0.033782714019854,0.07437084573494444,0.03533772151417889,0.15526572873890002,0.030971634295907782,0.6273450678442556,0.22281132102924334,1.2939870151258888,0.36092422802908003,56.64741301773333,55.96004840145556,57.25843225255556,0.5173248619685555,105.49009798664444,105.05840512712223,105.92567039305555,244.53931412371108,223.89697190587776,267.57185004583334,22.00925752466341,0.6511630251143333,0.6464041404805111,0.6601885362083001,0.0060103121954248225,2.0
